1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 7
5 1 3
4 1 2
4 1 3
6 1 1
9 1 1
9 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 5
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
6 1 2
3 1 1
3 1 2
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 7
6 1 3
4 1 4
7 1 1
9 1 1
9 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 5
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
7 1 2
2 1 1
2 1 2
2 1 3
2 1 5
2 1 6
2 1 3
2 1 5
2 1 6
2 1 7
7 1 3
4 1 5
12 1 2
4 1 1
5 1 1
9 1 1
9 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 5
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
5 1 2
1 1 1
1 1 2
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 7
5 1 3
4 1 2
4 1 3
6 1 1
9 1 1
9 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 5
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
6 1 2
3 1 1
3 1 2
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 7
6 1 3
4 1 4
7 1 1
9 1 1
9 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 5
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
7 1 2
2 1 1
2 1 2
2 1 3
2 1 5
2 1 6
2 1 3
2 1 5
2 1 6
2 1 7
7 1 3
4 1 5
12 1 3
4 1 1
5 1 1
9 1 1
9 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 5
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
5 1 2
1 1 1
1 1 2
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 7
5 1 3
4 1 2
4 1 3
6 1 1
9 1 1
9 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 5
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
6 1 2
3 1 1
3 1 2
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 7
6 1 3
4 1 4
7 1 1
9 1 1
9 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 5
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
7 1 2
2 1 1
2 1 2
2 1 3
2 1 5
2 1 6
2 1 3
2 1 5
2 1 6
2 1 7
7 1 3
4 1 5
12 1 4
4 1 1
5 1 1
9 1 1
9 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 5
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
5 1 2
1 1 1
1 1 2
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 3
1 1 5
1 1 6
1 1 7
5 1 3
4 1 2
4 1 3
6 1 1
9 1 1
9 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 5
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
9 1 6
6 1 2
3 1 1
3 1 2
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 3
3 1 5
3 1 6
3 1 7
6 1 3
4 1 4
7 1 1
9 1 1
9 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
9 1 3
9 1 4
10 1 1
10 1 2
